s2orc_paper_id;mag_id;year;author_num;citation_count;reference_count;topic_size;first_author_prod;first_author_h_index;last_author_index;last_author_prod;last_author_h_index;title_len
18429761;2100234940;2012;1;13;50;156889;46;9;1;46;9;12
11147791;2100760648;2007;1;12;28;22751;80;17;1;80;17;8
196177310;2101327414;2001;1;26;6;22751;214;25;1;214;25;4
792001;2108852611;2008;4;69;0;8629;301;46;4;6;4;3
6568177;2115984558;2014;4;38;36;92010;22;14;4;316;54;3
1586665;2123275881;2010;3;19;35;704502;24;7;3;245;56;9
7035051;2128671692;2010;5;8;0;22302;344;80;5;248;52;21
7035051;2021671857;2010;5;186;37;24900;344;80;5;248;52;21
30038468;2135939243;1996;1;9;5;45292;146;29;1;146;29;7
16196855;2137691751;2013;2;68;20;10922;13;4;2;184;29;8
1806222;2137893860;2010;10;23;139;9791;46;21;9;192;35;10
17813090;2163318056;2013;2;8;45;14782;135;21;2;46;7;13
6028261;2168330119;2009;3;6;33;18563;150;44;3;126;30;4
12307207;2170145470;2014;2;8;17;94345;265;25;2;44;6;7
8098132;2118553376;1985;2;71;14;286518;2;1;2;14;6;13
8275539;2268812832;2016;2;7;0;5375;8;3;2;83;14;6
2184521;2269596203;2014;2;5;36;68956;23;5;2;187;29;7
20559323;2276286733;2016;5;7;22;457;4;2;5;77;31;8
9892595;2290665313;2016;2;11;50;24374;32;11;2;2;1;17
37268071;2397695688;2017;1;3;20;98883;49;12;1;49;12;6
44783170;2464342393;2018;3;167;59;145235;14;9;3;616;85;16
13681917;2519687820;2017;3;1;64;12865;8;3;3;121;24;11
8293612;2523491669;2016;3;3;21;90056;10;3;3;39;15;10
552113;2530122537;2006;3;52;0;38775;8;6;3;286;93;13
3672405;2574253917;2018;4;135;70;197524;28;15;4;1372;131;10
14402694;2574881517;1976;2;3;0;202203;11;1;2;50;2;14
25722566;2590222241;2017;7;9;80;29525;41;13;7;91;23;17
6680103;2606678618;2018;3;4;24;38511;38;10;3;2;1;12
3367434;2608394281;2018;4;26;46;424082;38;14;4;492;70;11
10344683;2619448254;2019;2;0;31;61102;6;2;2;35;9;7
8229192;2734458248;2018;3;31;24;111326;16;11;3;285;70;6
970638;2745966645;2007;3;3;0;186610;7;3;3;357;68;14
8893496;193399648;2008;6;5;40;126544;8;5;6;658;86;17
8514414;2883089954;2019;2;16;13;515385;12;4;2;42;9;9
57765179;2909704609;2020;5;0;32;133885;48;13;5;53;13;15
44168145;2962788118;2018;3;0;0;161871;36;6;3;267;22;9
4593151;2962796475;2018;4;2;28;5162;166;15;4;38;8;8
19699349;2962888861;2014;1;4;33;17604;54;9;1;54;9;12
33514381;2962962930;2017;6;22;26;5309;43;10;6;4;3;11
999725;2962975523;2017;2;9;13;47086;215;39;2;4;2;12
13834161;2962995556;2017;2;12;33;135193;32;12;2;420;58;5
14993515;2963348883;2007;4;0;3;1491;35;9;4;106;16;11
10577372;2963357655;2019;1;2;16;14196;63;10;1;63;10;5
18081656;2963598434;2017;3;0;16;596602;37;8;3;19;3;16
11760739;2963707896;2013;2;18;54;1830864;162;24;2;58;7;6
64357557;2963859540;2018;2;31;0;98016;144;42;2;177;40;8
119679985;2963863894;2019;2;3;29;453362;13;2;2;71;16;5
207074133;2964037080;2017;2;47;0;15191;61;13;2;130;30;14
14244639;2964123909;2015;3;3;16;245357;30;8;3;63;11;9
51863770;2964154549;2019;3;7;36;39016;48;9;3;50;15;14
1115907;2964217790;2019;1;6;29;8842;6;2;1;6;2;6
201646170;2972761515;2019;4;2;37;324727;16;5;4;123;17;20
67856247;2985081331;2019;2;0;26;85409;12;3;2;886;95;10
119159412;2999062491;2020;2;3;0;704502;169;26;2;5;2;10
102351828;3007817717;2020;2;3;34;302799;3;1;2;85;13;10
10792341;2733488293;2016;4;0;0;45266;9;2;4;224;30;13
3046375;2281813000;2016;7;25;71;10126;200;40;7;1045;73;20
656471;2587029579;2007;4;0;0;8260;518;7;4;412;23;17
2422590;2398342882;2013;5;1;0;524592;32;12;5;156;22;6
16753458;2122137428;2007;3;17;34;23329;73;19;3;3;1;9
53580196;2288724099;2017;3;21;25;23502;200;33;3;199;41;11
27360092;1968418482;2014;4;3;31;8152;30;7;4;40;8;12
10248276;2621961995;2017;3;2;27;515385;16;5;3;449;34;8
2236915;2108530422;2014;18;28;42;104637;111;28;9;176;51;13
18634702;2010614990;2002;2;27;40;40211;78;29;2;1;1;14
14672612;2043405295;1995;1;1;0;8201;271;66;1;271;66;5
119606671;2280382510;2020;3;2;10;90711;27;9;3;5;3;14
3415102;2736716546;2018;4;26;33;20861;92;10;4;37;13;11
13536488;2111274176;2014;3;69;83;36456;38;9;3;374;50;11
4251767;2996222285;2020;8;11;114;6267;90;33;8;15;11;19
4550130;2134386365;1997;4;95;42;90711;19;8;4;7;3;8
10421506;2198243321;2016;5;102;74;46166;15;5;5;91;17;23
245947;2091833934;2013;5;10;32;65461;9;6;5;191;32;9
6028343;2123956564;2013;3;6;11;296717;14;4;3;226;28;8
155100131;2129272232;2004;23;66;41;20929;221;58;9;523;72;12
28098304;2610672301;2017;6;7;27;212897;1;1;6;10;6;14
201646161;2964316547;2013;2;27;30;151049;253;31;2;1;1;9
119189258;2079817551;2013;12;20;104;781236;22;8;9;31;9;16
1200634;2156829680;2011;5;50;44;41533;259;41;5;1015;88;14
57238876;2128823163;1983;1;137;8;24984;80;26;1;80;26;9
15680584;2922088952;2019;8;13;66;40976;535;140;8;820;123;11
207079988;2063481177;2005;3;71;73;84331;97;28;3;25;8;8
195184491;2964403708;2019;11;6;46;122250;8;4;9;125;21;12
2058592;2964205941;2018;1;6;26;1254;51;12;1;51;12;9
1371792;2123775681;2010;5;0;23;204154;18;4;5;111;15;8
37543618;2566217366;2016;2;2;43;36256;7;2;2;84;18;9
5868303;1532241042;2011;2;21;46;7119;73;17;2;188;33;11
5115769;1481074465;2009;2;15;22;35563;32;6;2;67;9;10
34040553;1485222323;2016;2;6;40;2460;102;25;2;17;4;14
15683305;1581667545;2016;3;3;32;14014;4;3;3;113;13;9
1071840;1598701449;1996;4;1;0;90711;138;23;4;571;36;7
28665724;1679376338;2016;2;5;20;28527;209;29;2;114;16;8
36203770;1863540423;2015;2;55;26;8988;17;9;2;148;23;6
3106434;1941836914;2016;1;24;21;90711;136;36;1;136;36;9
2791045;1959191805;2017;3;56;29;127458;138;40;3;258;54;6
14029398;1974099380;2011;1;14;34;90711;69;15;1;69;15;9
18470314;1977168065;2004;2;55;11;88607;136;37;2;155;42;4
207758765;1981896702;2010;4;38;22;98883;126;23;4;715;76;9
30045779;1994230777;2012;3;11;40;31623;271;25;3;366;38;17
1332901;1994881325;2013;3;8;25;37733;196;31;3;48;10;6
743304;1997982711;2004;6;188;52;704502;21;11;6;110;34;14
1583591;2565932014;2000;1;0;0;161871;309;58;1;309;58;4
14344871;2011866660;2010;3;25;46;157202;260;50;3;46;12;6
2045200;2013318171;1981;2;1;1;183567;132;25;2;2;1;10
899218;2025219512;2012;5;11;40;428127;62;16;5;164;25;12
35663952;2033630435;2005;2;7;20;79870;4;2;2;404;72;10
14700369;2560990705;2006;3;1;0;23297;160;17;3;68;11;11
7482246;2040165942;2015;2;6;35;44885;11;2;2;25;2;9
17594009;2043741018;2000;1;3;16;94345;151;21;1;151;21;9
403195;2056093557;2013;3;3;0;142727;205;31;3;230;32;11
4752774;2056508196;2011;3;34;37;29536;33;6;3;158;25;21
12061292;2060303019;2012;2;29;0;5379;47;14;2;307;36;8
119634610;2061773557;2008;4;13;41;704502;2;1;4;2;1;6
2941266;2063175732;2009;4;1;18;88765;495;41;4;111;22;3
27299459;2071342641;2015;3;11;37;37403;3;2;3;338;65;9
7217898;2085751753;2015;2;9;15;72235;23;7;2;4;2;11
9518572;2108154039;2008;3;12;18;40562;95;21;3;189;28;5
40884468;2112883536;2012;15;27;137;27409;75;12;9;225;68;19
2485018;2804098425;2007;3;0;0;33405;12;9;3;739;119;12
28174432;2144859804;1996;2;22;14;273451;2;1;2;2;1;11
15013687;2145431865;2014;5;12;57;177689;13;8;5;187;38;9
17818765;2147841824;2015;1;26;31;151049;49;12;1;49;12;17
207058465;2151698022;2009;2;12;39;127107;96;26;2;56;12;25
14826591;2151868458;2013;4;14;23;14134;99;23;4;509;63;8
1760234;2152234131;2010;7;108;41;38762;90;43;7;243;73;13
1862021;2163458327;2004;2;11;21;71018;37;11;2;103;20;11
10425845;2165504642;2008;4;161;50;524592;31;13;4;165;29;13
34161902;2170268730;2006;4;11;33;21994;193;24;4;49;7;6
32323370;2275326343;2017;1;5;21;382015;78;13;1;78;13;9
8531186;2284330179;2014;6;0;22;29021;7;2;6;12;2;14
6930361;2290417165;2016;3;74;26;14014;685;89;3;224;27;9
7133890;2461321073;2016;2;8;15;23080;464;60;2;75;11;6
4142709;2554728250;2018;2;14;18;23951;9;3;2;85;13;8
1157336;2591355620;2003;2;55;10;289715;12;8;2;505;66;11
43354262;2682349656;2006;3;0;0;4494;333;39;3;187;34;6
46922342;2747769079;2018;1;2;38;163563;33;7;1;33;7;12
127271275;2795619038;2019;2;0;24;64630;57;6;2;117;12;25
52275241;2808990438;2018;2;0;27;11473;232;24;2;4;1;11
44137179;2951935375;2018;4;0;0;6481;50;10;4;61;7;8
49668266;2867470023;2019;3;4;40;102339;35;11;3;14;4;10
8804094;2888081897;2018;2;6;16;110658;145;25;2;46;13;11
77393255;2901731971;2019;3;12;0;103972;8;3;3;162;38;9
57252;2601096921;2002;3;0;0;94372;191;59;3;5;4;3
52935641;2917253537;2018;3;1;40;291673;98;9;3;72;8;6
3972206;2952117982;2017;2;0;0;34106;5;0;2;89;14;9
39683466;2962723577;2015;1;1;12;1105082;2;1;1;2;1;5
15093970;2962837101;2016;2;2;19;633776;7;2;2;177;16;7
51874030;2962945174;2018;3;74;0;14328;96;38;3;64;18;10
46934726;2963003308;2018;2;85;44;39700;46;9;2;167;19;5
10869281;2963353493;2010;1;12;30;7632;11;3;1;11;3;5
21690017;2963375472;2018;3;14;15;131240;22;5;3;49;7;13
5605247;2963519526;2015;2;1;27;613827;6;2;2;166;22;7
12131465;2963546058;2018;1;6;17;19626;36;9;1;36;9;11
12384823;2963671784;2017;4;5;26;2489;10;5;4;344;30;7
1653931;2963810282;2016;1;1;37;88861;32;8;1;32;8;15
51615547;2963938374;2018;2;4;34;555443;26;4;2;117;12;11
30947464;2963960801;2017;1;2;39;18621;61;15;1;61;15;18
47518360;2963971563;2014;3;33;22;133885;59;14;3;26;11;5
